attribute_name,group,description
property_appraised_value_27,property,"Appraised Value attribute for property, instance 27."
property_square_feet_27,property,"Square Feet attribute for property, instance 27."
property_lot_size_27,property,"Lot Size attribute for property, instance 27."
property_num_bedrooms_27,property,"Num Bedrooms attribute for property, instance 27."
property_num_bathrooms_27,property,"Num Bathrooms attribute for property, instance 27."
payment_id_27,payment,"Id attribute for payment, instance 27."
payment_due_date_27,payment,"Due Date attribute for payment, instance 27."
payment_amount_due_27,payment,"Amount Due attribute for payment, instance 27."
payment_amount_paid_27,payment,"Amount Paid attribute for payment, instance 27."
payment_payment_date_27,payment,"Payment Date attribute for payment, instance 27."
payment_payment_method_27,payment,"Payment Method attribute for payment, instance 27."
payment_status_27,payment,"Status attribute for payment, instance 27."
payment_late_fee_27,payment,"Late Fee attribute for payment, instance 27."
payment_escrow_amount_27,payment,"Escrow Amount attribute for payment, instance 27."
escrow_id_27,escrow,"Id attribute for escrow, instance 27."
escrow_type_27,escrow,"Type attribute for escrow, instance 27."
escrow_balance_27,escrow,"Balance attribute for escrow, instance 27."
escrow_taxes_due_27,escrow,"Taxes Due attribute for escrow, instance 27."
escrow_insurance_due_27,escrow,"Insurance Due attribute for escrow, instance 27."
escrow_last_payment_date_27,escrow,"Last Payment Date attribute for escrow, instance 27."
escrow_next_payment_due_27,escrow,"Next Payment Due attribute for escrow, instance 27."
regulatory_hmda_reporting_flag_27,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 27."
regulatory_compliance_status_27,regulatory,"Compliance Status attribute for regulatory, instance 27."
regulatory_regulator_notes_27,regulatory,"Regulator Notes attribute for regulatory, instance 27."
regulatory_fair_lending_score_27,regulatory,"Fair Lending Score attribute for regulatory, instance 27."
regulatory_audit_status_27,regulatory,"Audit Status attribute for regulatory, instance 27."
borrower_id_28,borrower,"Id attribute for borrower, instance 28."
borrower_first_name_28,borrower,"First Name attribute for borrower, instance 28."
borrower_last_name_28,borrower,"Last Name attribute for borrower, instance 28."
borrower_date_of_birth_28,borrower,"Date Of Birth attribute for borrower, instance 28."
borrower_ssn_28,borrower,"Ssn attribute for borrower, instance 28."
borrower_employment_status_28,borrower,"Employment Status attribute for borrower, instance 28."
borrower_annual_income_28,borrower,"Annual Income attribute for borrower, instance 28."
borrower_credit_score_28,borrower,"Credit Score attribute for borrower, instance 28."
borrower_marital_status_28,borrower,"Marital Status attribute for borrower, instance 28."
borrower_number_of_dependents_28,borrower,"Number Of Dependents attribute for borrower, instance 28."
borrower_residency_status_28,borrower,"Residency Status attribute for borrower, instance 28."
loan_id_28,loan,"Id attribute for loan, instance 28."
loan_type_28,loan,"Type attribute for loan, instance 28."
loan_amount_28,loan,"Amount attribute for loan, instance 28."
loan_term_years_28,loan,"Term Years attribute for loan, instance 28."
loan_interest_rate_28,loan,"Interest Rate attribute for loan, instance 28."
loan_origination_date_28,loan,"Origination Date attribute for loan, instance 28."
loan_maturity_date_28,loan,"Maturity Date attribute for loan, instance 28."
loan_status_28,loan,"Status attribute for loan, instance 28."
loan_ltv_ratio_28,loan,"Ltv Ratio attribute for loan, instance 28."
loan_dti_ratio_28,loan,"Dti Ratio attribute for loan, instance 28."
loan_amortization_type_28,loan,"Amortization Type attribute for loan, instance 28."
property_id_28,property,"Id attribute for property, instance 28."
property_address_line1_28,property,"Address Line1 attribute for property, instance 28."
property_address_line2_28,property,"Address Line2 attribute for property, instance 28."
property_city_28,property,"City attribute for property, instance 28."
property_state_28,property,"State attribute for property, instance 28."
property_postal_code_28,property,"Postal Code attribute for property, instance 28."
property_country_28,property,"Country attribute for property, instance 28."
property_property_type_28,property,"Property Type attribute for property, instance 28."
property_year_built_28,property,"Year Built attribute for property, instance 28."
property_purchase_price_28,property,"Purchase Price attribute for property, instance 28."
property_appraised_value_28,property,"Appraised Value attribute for property, instance 28."
property_square_feet_28,property,"Square Feet attribute for property, instance 28."
property_lot_size_28,property,"Lot Size attribute for property, instance 28."
property_num_bedrooms_28,property,"Num Bedrooms attribute for property, instance 28."
property_num_bathrooms_28,property,"Num Bathrooms attribute for property, instance 28."
payment_id_28,payment,"Id attribute for payment, instance 28."
payment_due_date_28,payment,"Due Date attribute for payment, instance 28."
payment_amount_due_28,payment,"Amount Due attribute for payment, instance 28."
payment_amount_paid_28,payment,"Amount Paid attribute for payment, instance 28."
payment_payment_date_28,payment,"Payment Date attribute for payment, instance 28."
payment_payment_method_28,payment,"Payment Method attribute for payment, instance 28."
payment_status_28,payment,"Status attribute for payment, instance 28."
payment_late_fee_28,payment,"Late Fee attribute for payment, instance 28."
payment_escrow_amount_28,payment,"Escrow Amount attribute for payment, instance 28."
escrow_id_28,escrow,"Id attribute for escrow, instance 28."
escrow_type_28,escrow,"Type attribute for escrow, instance 28."
escrow_balance_28,escrow,"Balance attribute for escrow, instance 28."
escrow_taxes_due_28,escrow,"Taxes Due attribute for escrow, instance 28."
escrow_insurance_due_28,escrow,"Insurance Due attribute for escrow, instance 28."
escrow_last_payment_date_28,escrow,"Last Payment Date attribute for escrow, instance 28."
escrow_next_payment_due_28,escrow,"Next Payment Due attribute for escrow, instance 28."
regulatory_hmda_reporting_flag_28,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 28."
regulatory_compliance_status_28,regulatory,"Compliance Status attribute for regulatory, instance 28."
regulatory_regulator_notes_28,regulatory,"Regulator Notes attribute for regulatory, instance 28."
regulatory_fair_lending_score_28,regulatory,"Fair Lending Score attribute for regulatory, instance 28."
regulatory_audit_status_28,regulatory,"Audit Status attribute for regulatory, instance 28."
borrower_id_29,borrower,"Id attribute for borrower, instance 29."
borrower_first_name_29,borrower,"First Name attribute for borrower, instance 29."
borrower_last_name_29,borrower,"Last Name attribute for borrower, instance 29."
borrower_date_of_birth_29,borrower,"Date Of Birth attribute for borrower, instance 29."
borrower_ssn_29,borrower,"Ssn attribute for borrower, instance 29."
borrower_employment_status_29,borrower,"Employment Status attribute for borrower, instance 29."
borrower_annual_income_29,borrower,"Annual Income attribute for borrower, instance 29."
borrower_credit_score_29,borrower,"Credit Score attribute for borrower, instance 29."
borrower_marital_status_29,borrower,"Marital Status attribute for borrower, instance 29."
borrower_number_of_dependents_29,borrower,"Number Of Dependents attribute for borrower, instance 29."
borrower_residency_status_29,borrower,"Residency Status attribute for borrower, instance 29."
loan_id_29,loan,"Id attribute for loan, instance 29."
loan_type_29,loan,"Type attribute for loan, instance 29."
loan_amount_29,loan,"Amount attribute for loan, instance 29."
loan_term_years_29,loan,"Term Years attribute for loan, instance 29."
loan_interest_rate_29,loan,"Interest Rate attribute for loan, instance 29."
loan_origination_date_29,loan,"Origination Date attribute for loan, instance 29."
loan_maturity_date_29,loan,"Maturity Date attribute for loan, instance 29."
loan_status_29,loan,"Status attribute for loan, instance 29."
loan_ltv_ratio_29,loan,"Ltv Ratio attribute for loan, instance 29."
loan_dti_ratio_29,loan,"Dti Ratio attribute for loan, instance 29."
loan_amortization_type_29,loan,"Amortization Type attribute for loan, instance 29."
property_id_29,property,"Id attribute for property, instance 29."
property_address_line1_29,property,"Address Line1 attribute for property, instance 29."
property_address_line2_29,property,"Address Line2 attribute for property, instance 29."
property_city_29,property,"City attribute for property, instance 29."
property_state_29,property,"State attribute for property, instance 29."
property_postal_code_29,property,"Postal Code attribute for property, instance 29."
property_country_29,property,"Country attribute for property, instance 29."
property_property_type_29,property,"Property Type attribute for property, instance 29."
property_year_built_29,property,"Year Built attribute for property, instance 29."
property_purchase_price_29,property,"Purchase Price attribute for property, instance 29."
property_appraised_value_29,property,"Appraised Value attribute for property, instance 29."
property_square_feet_29,property,"Square Feet attribute for property, instance 29."
property_lot_size_29,property,"Lot Size attribute for property, instance 29."
property_num_bedrooms_29,property,"Num Bedrooms attribute for property, instance 29."
property_num_bathrooms_29,property,"Num Bathrooms attribute for property, instance 29."
payment_id_29,payment,"Id attribute for payment, instance 29."
payment_due_date_29,payment,"Due Date attribute for payment, instance 29."
payment_amount_due_29,payment,"Amount Due attribute for payment, instance 29."
payment_amount_paid_29,payment,"Amount Paid attribute for payment, instance 29."
payment_payment_date_29,payment,"Payment Date attribute for payment, instance 29."
payment_payment_method_29,payment,"Payment Method attribute for payment, instance 29."
payment_status_29,payment,"Status attribute for payment, instance 29."
payment_late_fee_29,payment,"Late Fee attribute for payment, instance 29."
