attribute_name,group,description
compliance.aml_flag.velocity_flag,compliance,Compliance attribute 'aml_flag' with derivation 'velocity_flag'
compliance.aml_flag.trend_up,compliance,Compliance attribute 'aml_flag' with derivation 'trend_up'
compliance.aml_flag.trend_down,compliance,Compliance attribute 'aml_flag' with derivation 'trend_down'
compliance.aml_flag.missing_flag,compliance,Compliance attribute 'aml_flag' with derivation 'missing_flag'
compliance.kyc_verified.raw,compliance,Compliance attribute 'kyc_verified' with derivation 'raw'
compliance.kyc_verified.normalized,compliance,Compliance attribute 'kyc_verified' with derivation 'normalized'
compliance.kyc_verified.zscore,compliance,Compliance attribute 'kyc_verified' with derivation 'zscore'
compliance.kyc_verified.min_last_10,compliance,Compliance attribute 'kyc_verified' with derivation 'min_last_10'
compliance.kyc_verified.max_last_10,compliance,Compliance attribute 'kyc_verified' with derivation 'max_last_10'
compliance.kyc_verified.avg_last_10,compliance,Compliance attribute 'kyc_verified' with derivation 'avg_last_10'
compliance.kyc_verified.sum_last_10,compliance,Compliance attribute 'kyc_verified' with derivation 'sum_last_10'
compliance.kyc_verified.stddev_last_10,compliance,Compliance attribute 'kyc_verified' with derivation 'stddev_last_10'
compliance.kyc_verified.last_seen,compliance,Compliance attribute 'kyc_verified' with derivation 'last_seen'
compliance.kyc_verified.count_last_1h,compliance,Compliance attribute 'kyc_verified' with derivation 'count_last_1h'
compliance.kyc_verified.count_last_24h,compliance,Compliance attribute 'kyc_verified' with derivation 'count_last_24h'
compliance.kyc_verified.count_last_7d,compliance,Compliance attribute 'kyc_verified' with derivation 'count_last_7d'
compliance.kyc_verified.count_last_30d,compliance,Compliance attribute 'kyc_verified' with derivation 'count_last_30d'
compliance.kyc_verified.flag_anomaly,compliance,Compliance attribute 'kyc_verified' with derivation 'flag_anomaly'
compliance.kyc_verified.rolling_avg_1h,compliance,Compliance attribute 'kyc_verified' with derivation 'rolling_avg_1h'
compliance.kyc_verified.rolling_avg_24h,compliance,Compliance attribute 'kyc_verified' with derivation 'rolling_avg_24h'
compliance.kyc_verified.velocity_flag,compliance,Compliance attribute 'kyc_verified' with derivation 'velocity_flag'
compliance.kyc_verified.trend_up,compliance,Compliance attribute 'kyc_verified' with derivation 'trend_up'
compliance.kyc_verified.trend_down,compliance,Compliance attribute 'kyc_verified' with derivation 'trend_down'
compliance.kyc_verified.missing_flag,compliance,Compliance attribute 'kyc_verified' with derivation 'missing_flag'
compliance.kyc_level.raw,compliance,Compliance attribute 'kyc_level' with derivation 'raw'
compliance.kyc_level.normalized,compliance,Compliance attribute 'kyc_level' with derivation 'normalized'
compliance.kyc_level.zscore,compliance,Compliance attribute 'kyc_level' with derivation 'zscore'
compliance.kyc_level.min_last_10,compliance,Compliance attribute 'kyc_level' with derivation 'min_last_10'
compliance.kyc_level.max_last_10,compliance,Compliance attribute 'kyc_level' with derivation 'max_last_10'
compliance.kyc_level.avg_last_10,compliance,Compliance attribute 'kyc_level' with derivation 'avg_last_10'
compliance.kyc_level.sum_last_10,compliance,Compliance attribute 'kyc_level' with derivation 'sum_last_10'
compliance.kyc_level.stddev_last_10,compliance,Compliance attribute 'kyc_level' with derivation 'stddev_last_10'
compliance.kyc_level.last_seen,compliance,Compliance attribute 'kyc_level' with derivation 'last_seen'
compliance.kyc_level.count_last_1h,compliance,Compliance attribute 'kyc_level' with derivation 'count_last_1h'
compliance.kyc_level.count_last_24h,compliance,Compliance attribute 'kyc_level' with derivation 'count_last_24h'
compliance.kyc_level.count_last_7d,compliance,Compliance attribute 'kyc_level' with derivation 'count_last_7d'
compliance.kyc_level.count_last_30d,compliance,Compliance attribute 'kyc_level' with derivation 'count_last_30d'
compliance.kyc_level.flag_anomaly,compliance,Compliance attribute 'kyc_level' with derivation 'flag_anomaly'
compliance.kyc_level.rolling_avg_1h,compliance,Compliance attribute 'kyc_level' with derivation 'rolling_avg_1h'
compliance.kyc_level.rolling_avg_24h,compliance,Compliance attribute 'kyc_level' with derivation 'rolling_avg_24h'
compliance.kyc_level.velocity_flag,compliance,Compliance attribute 'kyc_level' with derivation 'velocity_flag'
compliance.kyc_level.trend_up,compliance,Compliance attribute 'kyc_level' with derivation 'trend_up'
compliance.kyc_level.trend_down,compliance,Compliance attribute 'kyc_level' with derivation 'trend_down'
compliance.kyc_level.missing_flag,compliance,Compliance attribute 'kyc_level' with derivation 'missing_flag'
compliance.sanctions_match_flag.raw,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'raw'
compliance.sanctions_match_flag.normalized,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'normalized'
compliance.sanctions_match_flag.zscore,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'zscore'
compliance.sanctions_match_flag.min_last_10,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'min_last_10'
compliance.sanctions_match_flag.max_last_10,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'max_last_10'
compliance.sanctions_match_flag.avg_last_10,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'avg_last_10'
compliance.sanctions_match_flag.sum_last_10,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'sum_last_10'
compliance.sanctions_match_flag.stddev_last_10,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'stddev_last_10'
compliance.sanctions_match_flag.last_seen,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'last_seen'
compliance.sanctions_match_flag.count_last_1h,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'count_last_1h'
compliance.sanctions_match_flag.count_last_24h,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'count_last_24h'
compliance.sanctions_match_flag.count_last_7d,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'count_last_7d'
compliance.sanctions_match_flag.count_last_30d,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'count_last_30d'
compliance.sanctions_match_flag.flag_anomaly,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'flag_anomaly'
compliance.sanctions_match_flag.rolling_avg_1h,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'rolling_avg_1h'
compliance.sanctions_match_flag.rolling_avg_24h,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'rolling_avg_24h'
compliance.sanctions_match_flag.velocity_flag,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'velocity_flag'
compliance.sanctions_match_flag.trend_up,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'trend_up'
compliance.sanctions_match_flag.trend_down,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'trend_down'
compliance.sanctions_match_flag.missing_flag,compliance,Compliance attribute 'sanctions_match_flag' with derivation 'missing_flag'
compliance.pep_flag.raw,compliance,Compliance attribute 'pep_flag' with derivation 'raw'
compliance.pep_flag.normalized,compliance,Compliance attribute 'pep_flag' with derivation 'normalized'
compliance.pep_flag.zscore,compliance,Compliance attribute 'pep_flag' with derivation 'zscore'
compliance.pep_flag.min_last_10,compliance,Compliance attribute 'pep_flag' with derivation 'min_last_10'
compliance.pep_flag.max_last_10,compliance,Compliance attribute 'pep_flag' with derivation 'max_last_10'
compliance.pep_flag.avg_last_10,compliance,Compliance attribute 'pep_flag' with derivation 'avg_last_10'
compliance.pep_flag.sum_last_10,compliance,Compliance attribute 'pep_flag' with derivation 'sum_last_10'
compliance.pep_flag.stddev_last_10,compliance,Compliance attribute 'pep_flag' with derivation 'stddev_last_10'
compliance.pep_flag.last_seen,compliance,Compliance attribute 'pep_flag' with derivation 'last_seen'
compliance.pep_flag.count_last_1h,compliance,Compliance attribute 'pep_flag' with derivation 'count_last_1h'
compliance.pep_flag.count_last_24h,compliance,Compliance attribute 'pep_flag' with derivation 'count_last_24h'
compliance.pep_flag.count_last_7d,compliance,Compliance attribute 'pep_flag' with derivation 'count_last_7d'
compliance.pep_flag.count_last_30d,compliance,Compliance attribute 'pep_flag' with derivation 'count_last_30d'
compliance.pep_flag.flag_anomaly,compliance,Compliance attribute 'pep_flag' with derivation 'flag_anomaly'
compliance.pep_flag.rolling_avg_1h,compliance,Compliance attribute 'pep_flag' with derivation 'rolling_avg_1h'
compliance.pep_flag.rolling_avg_24h,compliance,Compliance attribute 'pep_flag' with derivation 'rolling_avg_24h'
compliance.pep_flag.velocity_flag,compliance,Compliance attribute 'pep_flag' with derivation 'velocity_flag'
compliance.pep_flag.trend_up,compliance,Compliance attribute 'pep_flag' with derivation 'trend_up'
compliance.pep_flag.trend_down,compliance,Compliance attribute 'pep_flag' with derivation 'trend_down'
compliance.pep_flag.missing_flag,compliance,Compliance attribute 'pep_flag' with derivation 'missing_flag'
compliance.gdpr_consent.raw,compliance,Compliance attribute 'gdpr_consent' with derivation 'raw'
compliance.gdpr_consent.normalized,compliance,Compliance attribute 'gdpr_consent' with derivation 'normalized'
compliance.gdpr_consent.zscore,compliance,Compliance attribute 'gdpr_consent' with derivation 'zscore'
compliance.gdpr_consent.min_last_10,compliance,Compliance attribute 'gdpr_consent' with derivation 'min_last_10'
compliance.gdpr_consent.max_last_10,compliance,Compliance attribute 'gdpr_consent' with derivation 'max_last_10'
compliance.gdpr_consent.avg_last_10,compliance,Compliance attribute 'gdpr_consent' with derivation 'avg_last_10'
compliance.gdpr_consent.sum_last_10,compliance,Compliance attribute 'gdpr_consent' with derivation 'sum_last_10'
compliance.gdpr_consent.stddev_last_10,compliance,Compliance attribute 'gdpr_consent' with derivation 'stddev_last_10'
compliance.gdpr_consent.last_seen,compliance,Compliance attribute 'gdpr_consent' with derivation 'last_seen'
compliance.gdpr_consent.count_last_1h,compliance,Compliance attribute 'gdpr_consent' with derivation 'count_last_1h'
compliance.gdpr_consent.count_last_24h,compliance,Compliance attribute 'gdpr_consent' with derivation 'count_last_24h'
compliance.gdpr_consent.count_last_7d,compliance,Compliance attribute 'gdpr_consent' with derivation 'count_last_7d'
compliance.gdpr_consent.count_last_30d,compliance,Compliance attribute 'gdpr_consent' with derivation 'count_last_30d'
compliance.gdpr_consent.flag_anomaly,compliance,Compliance attribute 'gdpr_consent' with derivation 'flag_anomaly'
compliance.gdpr_consent.rolling_avg_1h,compliance,Compliance attribute 'gdpr_consent' with derivation 'rolling_avg_1h'
compliance.gdpr_consent.rolling_avg_24h,compliance,Compliance attribute 'gdpr_consent' with derivation 'rolling_avg_24h'
compliance.gdpr_consent.velocity_flag,compliance,Compliance attribute 'gdpr_consent' with derivation 'velocity_flag'
compliance.gdpr_consent.trend_up,compliance,Compliance attribute 'gdpr_consent' with derivation 'trend_up'
compliance.gdpr_consent.trend_down,compliance,Compliance attribute 'gdpr_consent' with derivation 'trend_down'
compliance.gdpr_consent.missing_flag,compliance,Compliance attribute 'gdpr_consent' with derivation 'missing_flag'
compliance.pci_dss_flag.raw,compliance,Compliance attribute 'pci_dss_flag' with derivation 'raw'
compliance.pci_dss_flag.normalized,compliance,Compliance attribute 'pci_dss_flag' with derivation 'normalized'
compliance.pci_dss_flag.zscore,compliance,Compliance attribute 'pci_dss_flag' with derivation 'zscore'
compliance.pci_dss_flag.min_last_10,compliance,Compliance attribute 'pci_dss_flag' with derivation 'min_last_10'
compliance.pci_dss_flag.max_last_10,compliance,Compliance attribute 'pci_dss_flag' with derivation 'max_last_10'
compliance.pci_dss_flag.avg_last_10,compliance,Compliance attribute 'pci_dss_flag' with derivation 'avg_last_10'
compliance.pci_dss_flag.sum_last_10,compliance,Compliance attribute 'pci_dss_flag' with derivation 'sum_last_10'
compliance.pci_dss_flag.stddev_last_10,compliance,Compliance attribute 'pci_dss_flag' with derivation 'stddev_last_10'
compliance.pci_dss_flag.last_seen,compliance,Compliance attribute 'pci_dss_flag' with derivation 'last_seen'
compliance.pci_dss_flag.count_last_1h,compliance,Compliance attribute 'pci_dss_flag' with derivation 'count_last_1h'
compliance.pci_dss_flag.count_last_24h,compliance,Compliance attribute 'pci_dss_flag' with derivation 'count_last_24h'
compliance.pci_dss_flag.count_last_7d,compliance,Compliance attribute 'pci_dss_flag' with derivation 'count_last_7d'
compliance.pci_dss_flag.count_last_30d,compliance,Compliance attribute 'pci_dss_flag' with derivation 'count_last_30d'
compliance.pci_dss_flag.flag_anomaly,compliance,Compliance attribute 'pci_dss_flag' with derivation 'flag_anomaly'
compliance.pci_dss_flag.rolling_avg_1h,compliance,Compliance attribute 'pci_dss_flag' with derivation 'rolling_avg_1h'
compliance.pci_dss_flag.rolling_avg_24h,compliance,Compliance attribute 'pci_dss_flag' with derivation 'rolling_avg_24h'
compliance.pci_dss_flag.velocity_flag,compliance,Compliance attribute 'pci_dss_flag' with derivation 'velocity_flag'
compliance.pci_dss_flag.trend_up,compliance,Compliance attribute 'pci_dss_flag' with derivation 'trend_up'
compliance.pci_dss_flag.trend_down,compliance,Compliance attribute 'pci_dss_flag' with derivation 'trend_down'
compliance.pci_dss_flag.missing_flag,compliance,Compliance attribute 'pci_dss_flag' with derivation 'missing_flag'
compliance.dispute_status.raw,compliance,Compliance attribute 'dispute_status' with derivation 'raw'
compliance.dispute_status.normalized,compliance,Compliance attribute 'dispute_status' with derivation 'normalized'
compliance.dispute_status.zscore,compliance,Compliance attribute 'dispute_status' with derivation 'zscore'
compliance.dispute_status.min_last_10,compliance,Compliance attribute 'dispute_status' with derivation 'min_last_10'
compliance.dispute_status.max_last_10,compliance,Compliance attribute 'dispute_status' with derivation 'max_last_10'
compliance.dispute_status.avg_last_10,compliance,Compliance attribute 'dispute_status' with derivation 'avg_last_10'
compliance.dispute_status.sum_last_10,compliance,Compliance attribute 'dispute_status' with derivation 'sum_last_10'
compliance.dispute_status.stddev_last_10,compliance,Compliance attribute 'dispute_status' with derivation 'stddev_last_10'
compliance.dispute_status.last_seen,compliance,Compliance attribute 'dispute_status' with derivation 'last_seen'
compliance.dispute_status.count_last_1h,compliance,Compliance attribute 'dispute_status' with derivation 'count_last_1h'
compliance.dispute_status.count_last_24h,compliance,Compliance attribute 'dispute_status' with derivation 'count_last_24h'
compliance.dispute_status.count_last_7d,compliance,Compliance attribute 'dispute_status' with derivation 'count_last_7d'
compliance.dispute_status.count_last_30d,compliance,Compliance attribute 'dispute_status' with derivation 'count_last_30d'
compliance.dispute_status.flag_anomaly,compliance,Compliance attribute 'dispute_status' with derivation 'flag_anomaly'
compliance.dispute_status.rolling_avg_1h,compliance,Compliance attribute 'dispute_status' with derivation 'rolling_avg_1h'
compliance.dispute_status.rolling_avg_24h,compliance,Compliance attribute 'dispute_status' with derivation 'rolling_avg_24h'
compliance.dispute_status.velocity_flag,compliance,Compliance attribute 'dispute_status' with derivation 'velocity_flag'
compliance.dispute_status.trend_up,compliance,Compliance attribute 'dispute_status' with derivation 'trend_up'
compliance.dispute_status.trend_down,compliance,Compliance attribute 'dispute_status' with derivation 'trend_down'
compliance.dispute_status.missing_flag,compliance,Compliance attribute 'dispute_status' with derivation 'missing_flag'
compliance.dispute_reason.raw,compliance,Compliance attribute 'dispute_reason' with derivation 'raw'
compliance.dispute_reason.normalized,compliance,Compliance attribute 'dispute_reason' with derivation 'normalized'
compliance.dispute_reason.zscore,compliance,Compliance attribute 'dispute_reason' with derivation 'zscore'
compliance.dispute_reason.min_last_10,compliance,Compliance attribute 'dispute_reason' with derivation 'min_last_10'
compliance.dispute_reason.max_last_10,compliance,Compliance attribute 'dispute_reason' with derivation 'max_last_10'
compliance.dispute_reason.avg_last_10,compliance,Compliance attribute 'dispute_reason' with derivation 'avg_last_10'
compliance.dispute_reason.sum_last_10,compliance,Compliance attribute 'dispute_reason' with derivation 'sum_last_10'
compliance.dispute_reason.stddev_last_10,compliance,Compliance attribute 'dispute_reason' with derivation 'stddev_last_10'
compliance.dispute_reason.last_seen,compliance,Compliance attribute 'dispute_reason' with derivation 'last_seen'
compliance.dispute_reason.count_last_1h,compliance,Compliance attribute 'dispute_reason' with derivation 'count_last_1h'
compliance.dispute_reason.count_last_24h,compliance,Compliance attribute 'dispute_reason' with derivation 'count_last_24h'
compliance.dispute_reason.count_last_7d,compliance,Compliance attribute 'dispute_reason' with derivation 'count_last_7d'
compliance.dispute_reason.count_last_30d,compliance,Compliance attribute 'dispute_reason' with derivation 'count_last_30d'
compliance.dispute_reason.flag_anomaly,compliance,Compliance attribute 'dispute_reason' with derivation 'flag_anomaly'
compliance.dispute_reason.rolling_avg_1h,compliance,Compliance attribute 'dispute_reason' with derivation 'rolling_avg_1h'
compliance.dispute_reason.rolling_avg_24h,compliance,Compliance attribute 'dispute_reason' with derivation 'rolling_avg_24h'
compliance.dispute_reason.velocity_flag,compliance,Compliance attribute 'dispute_reason' with derivation 'velocity_flag'
compliance.dispute_reason.trend_up,compliance,Compliance attribute 'dispute_reason' with derivation 'trend_up'
compliance.dispute_reason.trend_down,compliance,Compliance attribute 'dispute_reason' with derivation 'trend_down'
compliance.dispute_reason.missing_flag,compliance,Compliance attribute 'dispute_reason' with derivation 'missing_flag'
